Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2021-06-07,HDFC,EQ,2619.05,2635.0,2635.4,2582.0,2586.8,2585.75,2592.95,2222082,576173965470000.0,116810,1358166,0.6112
2021-06-08,HDFC,EQ,2585.75,2586.0,2589.9,2550.0,2555.0,2554.5,2560.11,3046814,780016905090000.0,163163,2184925,0.7171
2021-06-09,HDFC,EQ,2554.5,2558.0,2579.25,2539.75,2546.05,2544.75,2557.86,2784864,712329194360000.0,123342,1490414,0.5352
2021-06-10,HDFC,EQ,2544.75,2554.75,2567.85,2535.0,2560.05,2561.9,2555.62,2116122,540800713850000.0,78439,1257789,0.5944
2021-06-11,HDFC,EQ,2561.9,2575.0,2594.3,2555.0,2560.25,2559.8,2573.12,2340867,602333306495000.0,87518,1362131,0.5819
2021-06-14,HDFC,EQ,2559.8,2559.8,2559.8,2512.65,2540.2,2539.2,2529.6,2125197,537589024550000.0,77870,1033807,0.4865
2021-06-15,HDFC,EQ,2539.2,2559.8,2559.8,2535.2,2543.0,2545.1,2545.46,1589974,404720958875000.0,76925,834946,0.5251
2021-06-16,HDFC,EQ,2545.1,2535.0,2545.0,2515.7,2522.05,2521.45,2525.95,2290999,578694379595000.0,80726,1494440,0.6523000000000001
2021-06-17,HDFC,EQ,2521.45,2482.2,2506.95,2482.2,2487.75,2487.3,2492.37,2657850,662433353995000.0,133470,1782250,0.6706000000000001
2021-06-18,HDFC,EQ,2487.3,2511.0,2511.0,2453.05,2496.0,2488.1,2480.19,3082747,764580622005000.0,142128,1745147,0.5661
2021-06-21,HDFC,EQ,2488.1,2459.0,2524.2,2451.0,2517.5,2516.4,2494.17,1891651,471809583989999.94,86379,1045153,0.5525
2021-06-22,HDFC,EQ,2516.4,2546.8,2546.8,2514.7,2522.95,2522.9,2533.52,2604542,659865162570000.0,103601,1634335,0.6275000000000001
2021-06-23,HDFC,EQ,2522.9,2537.0,2537.0,2493.0,2498.8,2497.2,2507.36,2179551,546491231395000.0,80552,1379358,0.6329
2021-06-24,HDFC,EQ,2497.2,2514.9,2515.0,2485.0,2490.05,2487.4,2497.18,3257706,813507868640000.0,102299,2440999,0.7493000000000001
2021-06-25,HDFC,EQ,2487.4,2511.0,2515.0,2482.0,2506.65,2509.2,2497.76,1871813,467534822960000.06,98859,1144711,0.6116
2021-06-28,HDFC,EQ,2509.2,2515.0,2523.1,2491.2,2495.0,2494.95,2502.05,2140346,535525664280000.0,100314,1519222,0.7098000000000001
2021-06-29,HDFC,EQ,2494.95,2510.0,2510.0,2476.9,2500.0,2501.2,2494.31,2671608,666380735115000.0,129762,1796706,0.6725
2021-06-30,HDFC,EQ,2501.2,2503.15,2515.0,2472.2,2477.7,2475.25,2489.49,2798047,696571941035000.0,124568,1884703,0.6736
